customer_id,gender,senior_citizen,tenure_months,contract_type,internet_service,payment_method,dependents,partner,tech_support,monthly_charges,total_charges,city,region,churn
C00491,Female,0,27,Month-to-month,DSL,Electronic check,No,Yes,No,43.13,1155.75,Miami,US-South,No
C00492,Male,0,8,One year,DSL,Mailed check,No,No,Yes,57.37,482.57,Boston,US-North,No
C00493,Female,0,26,Month-to-month,DSL,Bank transfer,No,Yes,No,43.39,1141.2,Phoenix,US-East,Yes
C00494,Female,0,14,Month-to-month,Fiber optic,Electronic check,No,Yes,No,62.3,879.4,Chicago,US-East,No
C00495,Male,0,17,Month-to-month,Fiber optic,Mailed check,No,No,No,65.39,1123.75,Seattle,US-North,Yes
C00496,Male,0,30,Month-to-month,DSL,Credit card,No,No,Yes,50.62,1514.41,Boston,US-West,Yes
C00497,Female,0,12,One year,DSL,Credit card,Yes,No,No,49.86,604.52,Orlando,US-North,No
C00498,Male,0,20,Two year,Fiber optic,Credit card,No,Yes,No,72.26,1469.25,Phoenix,US-East,Yes
C00499,Female,0,15,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,71.36,1063.31,Austin,US-North,No
C00500,Female,1,30,Two year,Fiber optic,Electronic check,No,No,No,64.79,1929.85,Orlando,US-West,No
C00501,Male,0,48,Two year,Fiber optic,Bank transfer,Yes,Yes,No,64.8,3111.92,Seattle,US-North,No
C00502,Male,0,10,Month-to-month,DSL,Electronic check,Yes,No,No,50.62,529.37,Seattle,US-South,Yes
C00503,Female,1,10,Month-to-month,DSL,Electronic check,No,No,No,42.93,458.38,Miami,US-South,No
C00504,Female,0,40,Month-to-month,DSL,Electronic check,Yes,No,No,47.99,1910.36,Denver,US-East,Yes
C00505,Male,0,20,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,75.64,1502.64,Chicago,US-East,Yes
C00506,Female,0,23,Two year,None,Bank transfer,No,Yes,Yes,27.93,651.48,Austin,US-North,No
C00507,Female,0,21,Month-to-month,Fiber optic,Credit card,No,No,No,69.54,1472.76,Denver,US-North,Yes
C00508,Female,0,4,Two year,None,Credit card,No,Yes,No,25.12,96.63,Boston,US-North,No
C00509,Female,0,23,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,53.09,1249.61,Chicago,US-East,No
C00510,Female,0,15,Month-to-month,Fiber optic,Electronic check,No,No,Yes,77.42,1164.91,Phoenix,US-South,No
C00511,Female,0,45,Two year,DSL,Bank transfer,Yes,No,Yes,55.78,2537.9,Boston,US-North,Yes
C00512,Female,0,5,One year,Fiber optic,Credit card,No,No,No,63.73,341.17,Chicago,US-West,No
C00513,Female,0,30,Month-to-month,DSL,Electronic check,No,Yes,No,50.64,1527.79,Chicago,US-East,No
C00514,Male,0,11,Month-to-month,DSL,Credit card,No,No,Yes,50.44,570.72,Boston,US-South,No
C00515,Male,0,22,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,78.97,1744.67,Miami,US-South,No
C00516,Female,1,13,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,72.27,934.84,Boston,US-East,No
C00517,Male,0,19,Month-to-month,DSL,Bank transfer,No,Yes,No,51.08,983.38,Boston,US-North,Yes
C00518,Male,0,27,Month-to-month,DSL,Credit card,No,Yes,Yes,53.6,1434.86,Seattle,US-North,Yes
C00519,Female,1,6,Month-to-month,DSL,Electronic check,Yes,No,No,43.39,250.37,Denver,US-East,Yes
C00520,Male,0,14,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,70.68,989.11,Phoenix,US-West,Yes
C00521,Female,0,11,Month-to-month,DSL,Credit card,Yes,No,No,51.16,569.55,Chicago,US-East,Yes
C00522,Male,0,21,Month-to-month,DSL,Credit card,No,Yes,Yes,48.18,1034.47,Orlando,US-East,No
C00523,Male,0,17,One year,DSL,Bank transfer,No,No,Yes,54.32,938.74,Boston,US-North,No
C00524,Male,0,28,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,76.58,2160.55,Chicago,US-South,No
C00525,Male,0,24,Month-to-month,DSL,Credit card,Yes,Yes,No,47.83,1134.12,Austin,US-East,Yes
C00526,Female,0,25,Month-to-month,DSL,Electronic check,No,Yes,No,47.94,1221.28,Miami,US-West,No
C00527,Male,0,10,Month-to-month,DSL,Electronic check,No,No,No,49.77,515.32,Boston,US-West,No
C00528,Female,0,16,Month-to-month,Fiber optic,Credit card,No,Yes,No,65.29,1051.66,Denver,US-North,Yes
C00529,Female,1,12,Month-to-month,DSL,Electronic check,No,Yes,Yes,49.65,615.85,Boston,US-North,Yes
C00530,Male,0,23,Two year,None,Electronic check,No,Yes,No,23.42,547.03,Seattle,US-West,Yes
C00531,Male,0,53,Month-to-month,None,Electronic check,No,No,Yes,28.55,1507.24,Seattle,US-South,No
C00532,Female,0,61,Month-to-month,None,Electronic check,Yes,No,Yes,27.56,1701.4,Austin,US-East,No
C00533,Male,0,27,Two year,Fiber optic,Electronic check,Yes,No,Yes,69.8,1908.96,Denver,US-South,No
C00534,Female,0,9,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,65.13,575.95,Miami,US-West,Yes
C00535,Male,1,11,Two year,None,Electronic check,Yes,Yes,No,20.79,226.53,Miami,US-West,No
C00536,Female,0,8,Month-to-month,Fiber optic,Electronic check,No,No,Yes,73.57,617.1,Chicago,US-South,No
C00537,Male,0,16,Month-to-month,Fiber optic,Mailed check,No,No,No,62.72,992.26,Denver,US-South,No
C00538,Male,0,32,Month-to-month,Fiber optic,Electronic check,No,No,Yes,75.88,2414.7,Austin,US-North,No
C00539,Female,0,30,Month-to-month,Fiber optic,Electronic check,Yes,No,No,62.52,1875.56,Chicago,US-South,Yes
C00540,Female,0,27,Month-to-month,Fiber optic,Credit card,No,No,Yes,68.11,1867.74,Orlando,US-South,Yes
C00541,Male,0,17,Two year,DSL,Electronic check,Yes,Yes,No,42.4,710.34,Miami,US-East,Yes
C00542,Male,0,29,One year,Fiber optic,Electronic check,No,Yes,No,62.77,1825.64,Boston,US-North,Yes
C00543,Female,1,17,Month-to-month,Fiber optic,Electronic check,No,Yes,No,65.46,1124.78,Chicago,US-East,No
C00544,Female,0,16,Month-to-month,Fiber optic,Mailed check,No,No,Yes,71.62,1137.06,Phoenix,US-South,Yes
C00545,Female,0,20,One year,DSL,Electronic check,No,No,Yes,52.01,1060.61,Austin,US-East,No
C00546,Male,0,20,One year,Fiber optic,Credit card,No,No,No,66.63,1318.4,Miami,US-North,No
C00547,Male,1,21,Month-to-month,Fiber optic,Credit card,No,No,No,70.39,1467.12,Boston,US-East,Yes
C00548,Male,0,22,Month-to-month,DSL,Credit card,Yes,Yes,No,47.99,1048.18,Austin,US-West,No
C00549,Female,1,6,Month-to-month,DSL,Electronic check,Yes,No,No,50.54,308.06,Phoenix,US-South,No
C00550,Female,1,31,Two year,DSL,Mailed check,No,Yes,Yes,49.16,1544.34,Boston,US-West,No
C00551,Female,1,10,One year,DSL,Bank transfer,Yes,No,Yes,51.29,507.89,Boston,US-West,No
C00552,Male,0,45,Month-to-month,Fiber optic,Electronic check,No,No,Yes,77.63,3507.0,Austin,US-North,Yes
C00553,Male,1,22,One year,DSL,Credit card,No,No,Yes,55.65,1215.1,Austin,US-North,No
C00554,Female,0,18,Two year,DSL,Bank transfer,No,Yes,No,42.79,771.85,Seattle,US-West,No
C00555,Female,0,12,One year,Fiber optic,Bank transfer,No,No,No,64.8,781.08,Austin,US-West,No
C00556,Female,0,8,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,75.38,625.88,Miami,US-West,No
C00557,Male,1,47,Month-to-month,Fiber optic,Electronic check,No,Yes,No,72.53,3428.22,Orlando,US-East,Yes
C00558,Male,0,3,Two year,DSL,Electronic check,No,No,No,51.55,179.93,Miami,US-East,Yes
C00559,Female,0,31,Month-to-month,None,Electronic check,No,Yes,No,25.13,771.11,Phoenix,US-South,No
C00560,Female,0,15,Month-to-month,DSL,Bank transfer,No,No,Yes,51.72,775.44,Seattle,US-West,No
C00561,Female,1,25,Month-to-month,Fiber optic,Mailed check,No,Yes,No,67.86,1709.87,Chicago,US-West,Yes
C00562,Female,1,23,Month-to-month,DSL,Electronic check,No,Yes,No,51.96,1218.65,Denver,US-West,No
C00563,Female,0,3,Month-to-month,DSL,Bank transfer,Yes,No,No,50.59,178.3,Phoenix,US-East,Yes
C00564,Female,0,26,Month-to-month,None,Electronic check,No,Yes,No,20.09,537.47,Phoenix,US-West,Yes
C00565,Male,0,4,One year,Fiber optic,Electronic check,Yes,Yes,Yes,70.02,294.87,Seattle,US-South,Yes
C00566,Male,0,15,One year,DSL,Bank transfer,Yes,Yes,No,51.53,792.4,Austin,US-West,No
C00567,Female,1,10,Month-to-month,DSL,Mailed check,No,Yes,No,44.78,442.24,Seattle,US-West,Yes
C00568,Female,1,34,One year,Fiber optic,Electronic check,No,No,No,68.82,2344.51,Denver,US-North,No
C00569,Female,0,19,Month-to-month,DSL,Bank transfer,No,Yes,Yes,57.17,1078.25,Miami,US-East,No
C00570,Male,0,34,Month-to-month,DSL,Electronic check,Yes,Yes,No,44.55,1528.23,Austin,US-North,Yes
C00571,Female,0,1,Month-to-month,DSL,Electronic check,No,Yes,No,48.38,49.0,Denver,US-North,Yes
C00572,Male,0,26,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,68.24,1766.63,Austin,US-North,No
C00573,Male,0,35,One year,Fiber optic,Bank transfer,No,Yes,No,62.83,2210.19,Chicago,US-South,Yes
C00574,Female,0,18,Month-to-month,DSL,Mailed check,Yes,No,Yes,57.83,1063.07,Seattle,US-West,No
C00575,Female,1,50,Month-to-month,DSL,Bank transfer,No,No,No,46.35,2338.3,Seattle,US-East,No
C00576,Male,0,16,Month-to-month,DSL,Electronic check,Yes,No,Yes,52.11,853.04,Miami,US-West,No
C00577,Male,0,9,One year,Fiber optic,Bank transfer,No,No,No,65.89,582.4,Denver,US-West,Yes
C00578,Female,0,24,Month-to-month,DSL,Electronic check,No,No,No,46.94,1125.16,Boston,US-East,No
C00579,Female,0,31,Month-to-month,DSL,Bank transfer,No,Yes,Yes,56.66,1754.46,Austin,US-East,Yes
C00580,Male,0,13,Two year,Fiber optic,Electronic check,No,No,Yes,75.31,972.49,Seattle,US-East,No
C00581,Male,0,38,One year,Fiber optic,Credit card,No,Yes,No,67.81,2580.31,Denver,US-East,Yes
C00582,Female,0,23,Two year,DSL,Credit card,No,Yes,No,42.75,1004.57,Austin,US-South,No
C00583,Male,0,22,One year,DSL,Credit card,No,No,No,43.42,943.55,Miami,US-South,No
C00584,Male,0,20,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,76.12,1529.58,Austin,US-South,No
C00585,Female,1,34,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,65.57,2248.92,Phoenix,US-East,Yes
C00586,Female,1,12,Month-to-month,DSL,Electronic check,No,Yes,No,48.43,572.47,Miami,US-South,Yes
C00587,Female,0,15,Month-to-month,DSL,Electronic check,No,Yes,No,44.85,667.03,Phoenix,US-East,Yes
C00588,Female,0,34,One year,None,Bank transfer,No,No,No,22.17,773.05,Chicago,US-East,No
C00589,Male,0,29,One year,DSL,Mailed check,Yes,No,Yes,56.82,1663.68,Phoenix,US-South,No
C00590,Female,0,15,Month-to-month,DSL,Mailed check,No,Yes,Yes,51.03,753.93,Denver,US-East,No
C00591,Female,0,11,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,66.52,722.46,Boston,US-West,Yes
C00592,Female,0,26,Two year,Fiber optic,Electronic check,Yes,No,No,62.86,1655.73,Seattle,US-West,No
C00593,Male,0,26,Month-to-month,DSL,Electronic check,No,No,No,43.95,1131.85,Austin,US-East,No
C00594,Male,0,23,One year,Fiber optic,Bank transfer,No,No,No,70.27,1627.12,Boston,US-West,Yes
C00595,Female,1,17,Month-to-month,DSL,Mailed check,No,Yes,No,49.95,856.93,Austin,US-West,No
C00596,Female,0,33,One year,DSL,Electronic check,No,Yes,No,46.37,1535.72,Chicago,US-West,No
C00597,Female,0,24,One year,None,Electronic check,No,No,No,27.76,695.9,Austin,US-South,No
C00598,Male,0,27,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,71.63,1923.1,Austin,US-East,Yes
C00599,Female,1,16,One year,Fiber optic,Electronic check,No,Yes,No,70.3,1111.91,Denver,US-West,Yes
C00600,Female,0,13,Month-to-month,Fiber optic,Mailed check,No,No,No,62.67,839.58,Seattle,US-North,No
C00601,Female,0,13,Month-to-month,DSL,Mailed check,No,Yes,No,48.42,640.53,Chicago,US-East,Yes
C00602,Male,0,21,One year,Fiber optic,Electronic check,No,Yes,No,65.24,1399.94,Phoenix,US-West,No
C00603,Male,0,16,Month-to-month,Fiber optic,Bank transfer,No,No,No,66.82,1070.42,Boston,US-North,No
C00604,Female,0,43,Month-to-month,Fiber optic,Electronic check,No,Yes,No,63.45,2742.74,Seattle,US-West,Yes
C00605,Male,0,44,One year,DSL,Electronic check,Yes,No,Yes,58.63,2594.12,Miami,US-East,No
C00606,Female,1,25,One year,DSL,Credit card,No,No,Yes,56.66,1445.85,Seattle,US-South,Yes
C00607,Male,0,17,Month-to-month,Fiber optic,Mailed check,No,Yes,No,63.75,1075.07,Orlando,US-East,Yes
C00608,Male,0,20,One year,Fiber optic,Electronic check,Yes,No,No,70.4,1401.95,Seattle,US-East,Yes
C00609,Male,0,24,One year,Fiber optic,Credit card,No,Yes,Yes,73.22,1758.56,Denver,US-West,No
C00610,Male,0,6,Two year,DSL,Credit card,No,No,Yes,54.02,327.74,Boston,US-East,No
C00611,Male,1,24,One year,Fiber optic,Credit card,Yes,Yes,Yes,77.9,1874.96,Chicago,US-East,No
C00612,Female,1,14,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,68.4,969.46,Denver,US-South,No
C00613,Male,1,19,One year,DSL,Mailed check,No,Yes,No,52.61,998.02,Phoenix,US-East,Yes
C00614,Female,0,42,One year,DSL,Electronic check,No,No,Yes,57.82,2455.69,Seattle,US-South,No
C00615,Male,0,5,Two year,DSL,Mailed check,No,No,Yes,52.61,249.08,Denver,US-East,Yes
C00616,Female,0,31,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,74.37,2322.6,Miami,US-South,No
C00617,Male,0,1,One year,Fiber optic,Credit card,No,No,No,68.65,65.2,Boston,US-East,Yes
C00618,Female,0,12,Month-to-month,None,Electronic check,No,No,No,25.1,303.36,Seattle,US-South,No
C00619,Male,0,24,Month-to-month,DSL,Electronic check,No,Yes,No,52.44,1271.21,Chicago,US-East,No
C00620,Male,0,28,One year,Fiber optic,Electronic check,Yes,Yes,Yes,73.77,2069.37,Phoenix,US-South,No
C00621,Female,0,11,Two year,None,Mailed check,No,Yes,No,25.6,308.29,Chicago,US-North,No
C00622,Female,0,39,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,72.62,2841.59,Phoenix,US-North,No
C00623,Male,0,14,One year,Fiber optic,Bank transfer,No,No,No,68.04,943.46,Miami,US-East,No
C00624,Male,1,18,Two year,DSL,Bank transfer,No,No,Yes,54.5,976.55,Miami,US-East,No
C00625,Female,0,12,Month-to-month,Fiber optic,Electronic check,No,No,Yes,70.52,845.66,Austin,US-North,Yes
C00626,Male,0,38,One year,Fiber optic,Credit card,No,No,No,62.79,2402.38,Denver,US-East,No
C00627,Female,0,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,70.62,69.56,Austin,US-South,No
C00628,Male,0,27,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,68.33,1835.78,Austin,US-North,Yes
C00629,Male,1,30,Month-to-month,Fiber optic,Credit card,No,No,No,67.83,2034.06,Miami,US-East,No
C00630,Female,0,20,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,78.29,1573.01,Phoenix,US-West,No
C00631,Male,0,13,One year,Fiber optic,Bank transfer,No,Yes,Yes,71.93,926.92,Orlando,US-North,No
C00632,Female,0,34,Month-to-month,Fiber optic,Electronic check,No,No,No,70.99,2418.31,Boston,US-South,Yes
C00633,Female,0,32,One year,DSL,Electronic check,Yes,Yes,Yes,53.06,1685.73,Denver,US-North,No
C00634,Male,0,26,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,74.94,1965.73,Boston,US-North,No
C00635,Male,0,30,Month-to-month,Fiber optic,Mailed check,No,No,No,68.69,2081.1,Phoenix,US-South,Yes
C00636,Male,0,18,Two year,Fiber optic,Bank transfer,No,No,No,72.63,1326.33,Seattle,US-East,No
C00637,Female,0,4,Month-to-month,DSL,Bank transfer,No,No,No,46.06,192.92,Orlando,US-West,Yes
C00638,Female,0,14,One year,Fiber optic,Mailed check,No,No,No,62.3,874.55,Austin,US-West,No
C00639,Male,0,19,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,74.21,1425.95,Orlando,US-East,No
C00640,Female,0,22,Month-to-month,DSL,Mailed check,No,No,Yes,55.15,1198.55,Chicago,US-North,No
C00641,Female,1,32,Month-to-month,Fiber optic,Electronic check,No,No,No,62.78,1996.0,Denver,US-North,No
C00642,Male,0,30,Month-to-month,Fiber optic,Bank transfer,No,No,No,69.46,2069.66,Chicago,US-South,Yes
C00643,Male,0,9,Two year,None,Electronic check,No,Yes,No,26.72,265.31,Denver,US-South,Yes
C00644,Male,0,36,Month-to-month,DSL,Electronic check,No,No,Yes,48.03,1747.06,Orlando,US-West,No
C00645,Female,0,26,One year,Fiber optic,Bank transfer,No,No,No,63.66,1677.95,Austin,US-North,Yes
C00646,Female,0,10,One year,None,Bank transfer,No,No,No,27.49,283.82,Miami,US-West,No
C00647,Female,0,59,Month-to-month,None,Electronic check,No,No,No,24.4,1446.57,Chicago,US-South,Yes
C00648,Female,0,22,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,66.13,1470.18,Austin,US-North,Yes
C00649,Female,1,34,One year,Fiber optic,Credit card,No,No,Yes,71.98,2450.52,Chicago,US-North,Yes
C00650,Male,0,12,Month-to-month,Fiber optic,Mailed check,No,No,No,70.66,869.13,Chicago,US-South,Yes
C00651,Male,0,38,One year,DSL,Electronic check,No,Yes,No,51.3,1960.75,Austin,US-West,No
C00652,Male,0,26,Two year,DSL,Credit card,No,No,Yes,58.86,1532.93,Seattle,US-West,No
C00653,Female,0,28,Month-to-month,DSL,Electronic check,Yes,No,No,48.11,1374.4,Boston,US-North,Yes
C00654,Male,0,18,Month-to-month,DSL,Credit card,No,No,No,50.33,922.62,Miami,US-East,Yes
C00655,Female,0,1,Two year,Fiber optic,Credit card,Yes,No,Yes,75.67,79.33,Boston,US-East,No
C00656,Female,0,1,Month-to-month,None,Mailed check,No,Yes,No,21.53,32.35,Denver,US-North,No
C00657,Male,0,21,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,72.1,1527.9,Denver,US-West,Yes
C00658,Male,0,25,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,69.71,1732.18,Miami,US-East,Yes
C00659,Female,1,49,Two year,Fiber optic,Electronic check,No,No,No,72.22,3559.45,Phoenix,US-West,No
C00660,Female,0,28,Month-to-month,Fiber optic,Electronic check,No,Yes,No,65.12,1834.38,Austin,US-North,No
C00661,Male,0,6,Month-to-month,DSL,Mailed check,No,No,No,45.07,297.32,Chicago,US-North,No
C00662,Male,0,4,Month-to-month,DSL,Bank transfer,No,No,Yes,54.98,222.84,Chicago,US-West,No
C00663,Female,0,18,Two year,DSL,Credit card,No,Yes,No,50.5,899.29,Chicago,US-North,Yes
C00664,Female,1,19,Month-to-month,DSL,Electronic check,No,Yes,No,52.23,981.94,Chicago,US-East,No
C00665,Male,0,30,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,68.51,2043.72,Boston,US-South,No
C00666,Male,0,42,One year,None,Electronic check,No,No,No,25.31,1064.46,Miami,US-South,No
C00667,Female,1,43,Month-to-month,Fiber optic,Mailed check,No,No,No,63.54,2754.87,Denver,US-East,No
C00668,Female,1,21,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,70.25,1466.58,Orlando,US-South,No
C00669,Female,0,22,Month-to-month,DSL,Electronic check,No,Yes,No,47.54,1057.71,Orlando,US-East,No
C00670,Male,0,26,Month-to-month,DSL,Electronic check,No,No,No,52.24,1360.17,Chicago,US-East,No
C00671,Female,0,23,Month-to-month,DSL,Electronic check,No,Yes,No,50.07,1155.88,Boston,US-West,Yes
C00672,Female,0,27,Two year,Fiber optic,Electronic check,No,No,Yes,78.17,2108.1,Austin,US-West,No
C00673,Male,1,43,Month-to-month,Fiber optic,Credit card,No,Yes,No,71.51,3081.44,Orlando,US-South,No
C00674,Male,1,35,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,72.39,2556.06,Austin,US-East,Yes
C00675,Male,0,19,One year,Fiber optic,Electronic check,Yes,No,No,69.91,1351.33,Boston,US-East,Yes
C00676,Female,0,10,Month-to-month,Fiber optic,Credit card,No,No,No,65.67,643.46,Austin,US-South,Yes
C00677,Male,0,11,Month-to-month,Fiber optic,Electronic check,No,No,Yes,71.68,813.04,Chicago,US-North,Yes
C00678,Male,1,11,Month-to-month,DSL,Bank transfer,No,No,No,51.8,572.69,Phoenix,US-South,Yes
C00679,Male,0,1,Month-to-month,Fiber optic,Electronic check,No,No,No,69.71,76.66,Miami,US-East,Yes
C00680,Female,0,62,Month-to-month,DSL,Electronic check,No,Yes,No,50.61,3154.08,Chicago,US-West,Yes
C00681,Male,0,48,One year,Fiber optic,Credit card,Yes,No,No,71.6,3440.97,Chicago,US-North,No
C00682,Male,0,17,Two year,DSL,Electronic check,No,Yes,No,43.65,766.7,Phoenix,US-East,No
C00683,Female,0,17,Two year,Fiber optic,Electronic check,No,No,No,63.94,1072.59,Chicago,US-North,No
C00684,Male,0,30,Two year,DSL,Credit card,No,Yes,Yes,51.79,1560.5,Austin,US-South,No
C00685,Female,0,10,One year,None,Credit card,No,Yes,No,18.19,167.35,Boston,US-North,No
C00686,Female,0,22,One year,DSL,Mailed check,No,Yes,Yes,48.71,1060.24,Seattle,US-North,No
C00687,Male,0,23,Month-to-month,DSL,Bank transfer,Yes,Yes,No,49.79,1142.99,Seattle,US-North,Yes
C00688,Female,0,22,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,74.16,1632.92,Denver,US-East,Yes
C00689,Female,1,34,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,70.2,2411.33,Phoenix,US-North,No
C00690,Female,0,30,One year,DSL,Mailed check,Yes,Yes,No,51.98,1565.4,Austin,US-West,No
C00691,Female,0,19,Month-to-month,DSL,Bank transfer,No,Yes,Yes,56.9,1077.64,Chicago,US-North,No
C00692,Female,1,29,Two year,Fiber optic,Electronic check,No,No,No,67.56,1969.44,Chicago,US-East,Yes
C00693,Male,1,31,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,68.89,2124.22,Austin,US-South,No
C00694,Male,0,34,Month-to-month,Fiber optic,Mailed check,Yes,No,No,64.83,2205.21,Austin,US-North,Yes
C00695,Female,0,8,Month-to-month,Fiber optic,Credit card,Yes,No,No,63.24,509.69,Orlando,US-East,No
C00696,Female,0,39,Month-to-month,Fiber optic,Electronic check,No,No,No,65.68,2567.52,Phoenix,US-South,Yes
C00697,Female,0,18,Month-to-month,None,Credit card,No,No,No,24.63,465.43,Denver,US-South,No
C00698,Male,0,48,One year,DSL,Electronic check,No,No,Yes,58.91,2847.44,Miami,US-North,No
C00699,Female,1,36,Month-to-month,Fiber optic,Electronic check,No,No,No,67.13,2437.85,Boston,US-West,Yes
C00700,Female,0,12,Month-to-month,DSL,Mailed check,No,Yes,Yes,57.19,692.36,Miami,US-East,No
C00701,Male,0,22,One year,Fiber optic,Credit card,No,Yes,Yes,72.75,1630.38,Boston,US-West,No
C00702,Male,0,8,Month-to-month,DSL,Electronic check,No,No,No,42.27,349.56,Boston,US-East,No
C00703,Male,0,13,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,72.46,961.46,Chicago,US-North,Yes
C00704,Female,0,33,One year,Fiber optic,Mailed check,Yes,Yes,No,67.54,2215.42,Denver,US-North,No
C00705,Male,0,18,Two year,Fiber optic,Electronic check,No,Yes,No,65.65,1206.64,Austin,US-North,Yes
C00706,Male,0,10,Month-to-month,DSL,Bank transfer,No,Yes,Yes,49.34,506.8,Orlando,US-North,Yes
C00707,Male,0,9,Month-to-month,Fiber optic,Electronic check,No,No,No,67.63,614.15,Boston,US-East,No
C00708,Male,0,3,Two year,DSL,Electronic check,No,No,No,43.91,152.52,Orlando,US-West,No
C00709,Female,1,24,One year,Fiber optic,Bank transfer,Yes,Yes,No,64.71,1575.09,Orlando,US-South,No
C00710,Female,0,31,Month-to-month,DSL,Credit card,No,No,No,44.87,1394.04,Boston,US-North,Yes
C00711,Female,0,27,Two year,DSL,Electronic check,No,Yes,No,46.6,1263.16,Orlando,US-North,No
C00712,Male,0,35,Month-to-month,DSL,Electronic check,No,Yes,No,48.12,1701.9,Boston,US-South,No
C00713,Male,0,4,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,68.24,282.03,Chicago,US-North,No
C00714,Female,1,28,Month-to-month,Fiber optic,Electronic check,No,No,No,72.9,2059.9,Chicago,US-South,Yes
C00715,Female,0,43,One year,DSL,Bank transfer,No,No,No,44.57,1931.05,Orlando,US-East,No
C00716,Male,1,15,Month-to-month,Fiber optic,Electronic check,No,No,Yes,68.77,1026.96,Boston,US-East,No
C00717,Female,0,11,Month-to-month,DSL,Credit card,Yes,No,Yes,58.69,655.24,Chicago,US-South,No
C00718,Male,0,33,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,78.62,2620.39,Seattle,US-West,Yes
C00719,Female,0,22,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,69.81,1532.46,Seattle,US-South,Yes
C00720,Male,0,35,Month-to-month,DSL,Mailed check,No,Yes,Yes,48.78,1728.44,Orlando,US-North,No
C00721,Male,0,23,One year,DSL,Electronic check,Yes,No,No,42.6,993.5,Denver,US-North,Yes
C00722,Female,0,33,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,66.53,2185.88,Denver,US-East,Yes
C00723,Male,0,22,Month-to-month,Fiber optic,Electronic check,No,No,No,70.16,1543.49,Seattle,US-West,Yes
C00724,Female,1,45,One year,None,Electronic check,No,No,Yes,25.69,1141.97,Austin,US-South,No
C00725,Female,0,17,One year,DSL,Electronic check,Yes,No,Yes,49.16,852.64,Orlando,US-North,No
C00726,Male,0,16,Month-to-month,Fiber optic,Credit card,No,No,No,62.44,1014.68,Miami,US-East,Yes
C00727,Female,0,31,Month-to-month,DSL,Mailed check,No,No,Yes,57.6,1812.44,Orlando,US-West,No
C00728,Female,0,34,Month-to-month,Fiber optic,Mailed check,No,No,No,65.84,2254.66,Boston,US-South,No
C00729,Male,0,8,Month-to-month,Fiber optic,Electronic check,No,No,No,66.54,536.15,Boston,US-South,Yes
C00730,Male,0,10,Month-to-month,DSL,Credit card,No,No,Yes,54.37,555.18,Chicago,US-West,Yes
C00731,Female,0,28,One year,Fiber optic,Electronic check,No,Yes,No,69.21,1922.94,Orlando,US-East,Yes
C00732,Male,0,39,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,78.02,3058.24,Phoenix,US-West,Yes
C00733,Male,1,29,One year,None,Electronic check,No,No,No,27.1,790.41,Denver,US-West,No
C00734,Female,0,16,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,73.93,1194.83,Orlando,US-East,Yes
C00735,Female,0,32,One year,Fiber optic,Bank transfer,Yes,No,Yes,69.12,2228.54,Boston,US-West,No
C00736,Male,1,11,One year,DSL,Bank transfer,No,No,Yes,52.61,572.36,Miami,US-North,No
C00737,Male,0,15,Month-to-month,None,Electronic check,Yes,Yes,No,17.93,284.68,Seattle,US-West,Yes
C00738,Female,0,23,Month-to-month,DSL,Electronic check,No,No,No,45.6,1061.13,Boston,US-West,No
